Id,Name,IsActive,CreatedAt,CreatedBy,UpdatedAt,UpdatedBy
94e9772f-aeaf-4951-980c-7c7935387df2,Reckitt & Benckiser Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
d972b192-7825-4f95-9a6a-b8b7309cb88d,Reliance Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
82102594-ad58-4f86-8493-47a530b5fc5e,Reman Drug Laboratories Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
6e76e890-ff61-4672-8492-15df6ada46ac,Remark HB Limited (Remark LLC.),t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
51e302a6-4147-4d20-96b3-923483b8ea23,Renata PLC,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
81394c46-da97-4c20-b437-f999b243d8d4,Rephco Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
2fbe85a9-d2a5-4b63-8c4e-b278c9c5d4cc,River Pharma,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
3fc17e36-602d-49bf-af51-55711ca2b5a0,RN Pharmaceuticals,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
6b4659d9-b76a-4038-9373-4b93b723800d,Roche Bangladesh Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
9e9bb54e-0ab1-40ec-92c9-fa6168a5d58d,Royal Pharmaceutical Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
cc19e6c8-b914-4fbd-838e-250f72566022,S.N. Pharmaceutical Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
dbca240e-0c3b-4935-ae72-60815f4bcbc1,Salton Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
2078d6fa-d0f3-4ac0-8dfc-191b17ff3555,SANDOZ (A Novartis Division),t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
29862b22-9992-4f3d-a144-6230b833a474,Save Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
270d9bd9-de0a-497a-8376-c8b3c35e9799,Seema Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
ec0cc07e-0ca5-4cd3-a529-d2a0043571e5,SEKO Laboratories (Unani),t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
95eb57da-8118-4733-8315-f87d00c8bed2,Servier Bangladesh Operation,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
3033d330-a30c-4381-8536-c224a2dd7acd,Sharif Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
284e8b92-2b51-48c6-877c-78ffd7100ffe,SHINIL Pharma Limited,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
57f264b4-c65a-4306-95c0-48f4aada037b,Shuvro Limited,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
a6d5057e-953a-4ed0-8ab8-9b940bdcc603,Silco Pharmaceutical Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
d0ca32c9-07fa-402e-aa5a-a568412f379c,Silva Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
2c4309ad-cacf-4dc4-bcd5-bb13dd67ca58,Skylab Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
b8e6c2b6-171d-4ded-a620-b2fa19547bd4,SMC Enterprise Ltd,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
46575293-437a-4934-871a-f43d32d73ec0,Somatec Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
cb56ec48-500e-4781-8c1b-f17b468ee457,Sonear Laboratories Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
e8b384e9-acd5-4480-870d-4a03c140f35b,Square Pharmaceuticals PLC,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
51bed35d-7b69-4f35-8bc1-baf96b34d978,Sun Pharmaceutical (Bangladesh) Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
9542d918-7d0c-4f06-b04c-d2e4dffefda5,Sun Pharmaceutical Industries Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
ae9dea47-ebbe-44fa-9a5d-e6cedc2d8f20,Sunman-Birdem Pharma Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
3c90bed7-dbe3-4403-a3a0-aa69242048c9,Supreme Pharmaceutical Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
50a05eee-fa7f-4aeb-a6ab-e1008c29a856,Synovia Pharma PLC.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
bfa7f444-4f2b-48ee-b069-ff73bc7cd3a5,Syntho Laboratories Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
b10c079a-5d68-4b08-ab9d-73ce0227b062,Team Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
afe66694-f104-41e0-8f70-fd36130a18fe,Techno Drugs Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
bc4655a7-d49c-4f7c-8b58-c70d484c0427,The White Horse Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
1e1ad96f-579d-412f-8f04-557acd35d479,Total Herbal & Nutraceuticals,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
77155ee7-40a8-4725-a1bf-4ce70fa61fe4,Total Natural Company (Unani),t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
51687cb4-4f2d-48d4-85aa-a30dd579a313,Ultra Pharma Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
bc7dd113-5cd3-442c-958a-99e4ad656bee,UNIDO Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
091725a3-2949-4918-8243-bf352ad80349,UniHealth Limited,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
90b5e6f4-ba39-42a0-882c-b57f4913057d,UniMed UniHealth Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
545ed2b9-cc4c-44d9-a59f-6cdd2c8505ed,Union Pharmaceuticals Ltd,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
bc28fa6c-5557-4bd5-9e7a-d142d7068222,Unique Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
581b13d7-48e6-4040-8dc5-6181d4a9b807,United Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
1fb0270b-b714-4837-a038-70b936ea4340,Veritas Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
3dc29334-72de-4837-8b49-20909215a4da,Virgo Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
41be99e3-6abf-4902-8595-90ea11bc0a65,Walmart pharma Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
e42cb4ac-43fc-4883-ad34-b9b523e611f8,West-Coast pharmaceutical works ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
5998a13d-9685-4e8c-8df1-5670d796e02f,ZAS Corporation,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
aa77faf5-0848-424b-b066-7ee893811a63,Zenith Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
268eca87-c1a6-4045-8d5b-da70bafa330a,Ziska Pharmaceuticals Ltd.,t,2025-12-24 08:22:43.768896+06,System,2025-12-24 08:22:43.768896+06,System
